ID,Class,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32
490,0,36,1,V1,4,V4,36,V4,3079,4,V3,V1,yes,4493,V3,1,V4,F,V2,V3,35,T,0,V2,1,V0,87265,V2,,,3079,V1,V3
491,0,23,1,V1,1,V4,23,V0,1278,4,V4,V1,yes,5895,V3,1,V4,F,V2,V5,35,T,0,V2,1,V3,20873,V2,,,1278,V2,V3
492,0,17,2,V1,4,V2,17,V0,6203,2,V2,V1,yes,5176,V3,1,V2,F,V3,V3,44,T,0,V2,1,V5,43750,V3,,,6203,V2,V3
493,0,21,1,V2,4,V2,21,V0,2352,1,V3,V1,yes,7528,V3,1,V2,F,V3,V3,47,T,0,V2,2,V0,23585,V3,,,2352,V1,V1
494,0,36,1,V4,4,V4,36,V4,2393,4,V3,V1,yes,4884,V3,1,V4,F,V2,V3,24,T,0,V2,1,V3,14683,V2,,,2393,V1,V2
495,0,6,1,V1,2,V2,6,V0,2414,3,V3,V3,yes,7184,V3,1,V2,F,V2,V3,33,T,0,V2,1,V3,36969,V2,,,2414,V1,V3
496,0,9,1,V2,4,V4,9,V0,1924,1,V3,V1,no,6546,V3,1,V4,F,V2,V3,38,T,0,V2,1,V3,37707,V2,,,1924,V2,V3
497,0,21,1,V1,3,V4,21,V1,1590,4,V4,V1,yes,3393,V3,1,V4,F,V3,V4,34,T,0,V2,2,V2,12513,V3,,,1590,V1,V3
498,1,19,1,V2,2,V1,19,V0,2235,4,V3,V3,no,5566,V1,1,V1,F,V4,V3,33,T,0,V1,2,V0,56127,V4,,,2235,V1,V4
499,0,11,2,V1,2,V1,11,V0,3904,2,V3,V1,yes,4027,V3,1,V1,F,V4,V3,35,T,0,V1,2,V0,53270,V4,,,3904,V1,V3
500,0,30,2,V4,2,V4,30,V4,3076,3,V3,V1,yes,5446,V3,1,V4,F,V4,V5,40,T,0,V2,2,V3,20985,V4,,,3076,V2,V3
501,0,35,1,V2,2,V4,35,V4,7409,3,V3,V1,yes,4927,,1,V4,F,V2,V5,37,T,0,V2,2,V9,33613,V2,,,7409,V1,V3
502,0,5,1,V2,1,V2,5,V0,453,3,V2,V1,yes,5637,V3,1,V2,F,V2,V2,22,T,0,V2,1,V5,58929,V2,,,453,V1,V4
503,1,18,1,V4,2,V1,18,V0,975,1,V2,V1,yes,5569,V3,1,V1,F,V2,V2,23,T,0,V2,1,V0,27096,V2,,,975,V1,V2
504,0,24,1,V3,1,V1,24,V0,3149,4,V3,V1,yes,5876,V1,1,V1,F,V2,V2,22,T,0,V3,1,V2,4556,V2,,,3149,V1,V3
505,0,9,1,V4,4,V4,9,V1,2753,3,V3,V2,yes,6274,V3,1,V4,F,V2,V5,35,T,0,V2,1,V3,32356,V2,,,2753,V2,V3
506,1,36,1,V3,2,V1,36,V0,8065,3,V4,V1,yes,4193,V3,1,V1,F,V4,V3,25,T,0,V2,2,V6,8679,V4,,,8065,V2,V2
507,1,18,1,V2,4,V1,18,V0,3114,1,V3,V1,yes,4940,V3,1,V1,F,V5,V2,26,T,0,V1,1,V2,105216,V5,,,3114,V1,V2
508,0,15,1,V3,4,V4,15,V0,1470,4,V3,V1,yes,4622,V3,1,V4,F,V4,V3,34,T,0,V3,2,V3,24530,V4,,,1470,V2,V3
509,0,10,1,V3,4,V4,10,V2,727,4,V3,V1,yes,4805,V3,1,V4,F,V2,V5,45,T,0,V3,1,V6,18610,V2,,,727,V2,V3
510,0,39,1,V2,4,V1,39,V4,14178,4,V4,V1,yes,5366,V3,1,V1,F,V4,V4,29,T,0,V2,2,V2,54508,V4,,,14178,V2,V3
511,1,48,1,V1,2,V2,48,V0,5950,2,V3,V1,yes,6121,V3,1,V2,F,V2,V3,21,T,0,V2,1,V3,4538,V2,,,5950,V1,V2
512,0,11,1,V1,2,V4,11,V0,1185,3,V3,V1,yes,4412,V3,1,V4,F,V4,V3,27,T,0,V2,2,V9,12472,V4,,,1185,V1,V2
513,0,29,1,V4,1,V2,29,V0,4221,2,V3,V1,yes,5427,V3,1,V2,F,V5,V3,27,T,0,V2,2,V9,9065,V5,,,4221,V1,V2
514,0,5,1,V2,1,V2,5,V0,1050,4,V4,V1,yes,4830,V2,1,V2,F,V3,V1,34,T,0,V2,2,V2,70865,V3,,,1050,V2,V3
515,1,12,1,V1,3,V2,12,V2,765,4,V2,V1,yes,4438,V3,1,V2,F,V2,V3,65,T,0,V2,1,V3,29018,V2,,,765,V1,V3
516,0,23,1,V4,3,V4,23,V0,4678,3,V2,V1,yes,3775,V3,1,V4,F,V3,V4,34,T,0,V2,2,V1,20375,V3,,,4678,V2,V3
517,1,15,1,V1,1,V2,15,V0,1777,2,V1,V1,yes,6485,V3,1,V2,F,V5,V2,25,T,0,V1,2,V0,43918,V5,,,1777,V1,V2
518,1,24,1,V2,1,V1,24,V0,6871,2,V3,V1,yes,6428,V1,1,V1,F,V1,V2,54,T,0,V2,1,V2,71403,V1,,,6871,V2,V1
519,1,30,1,V2,4,V1,30,V0,3108,2,V2,V1,yes,4088,V3,1,V1,F,V2,V2,30,T,0,V2,1,V2,4226,V2,,,3108,V1,V1
520,1,11,2,V2,3,V4,11,V4,796,4,V2,V1,yes,5452,V1,1,V4,F,V4,V5,32,T,0,V2,1,V3,150880,V4,,,796,V1,V2
521,1,21,2,V2,4,V2,21,V0,1187,2,V3,V1,yes,6704,V3,1,V2,F,V2,V5,39,T,0,V2,1,V9,41555,V2,,,1187,V1,V2
522,1,18,1,V4,4,V1,18,V0,1881,4,V3,V1,yes,6075,V1,1,V1,F,V2,V3,25,T,0,V1,2,V3,23904,V2,,,1881,V1,V2
523,0,20,1,V4,4,V1,20,V0,3599,1,V2,V1,yes,5286,V3,1,V1,F,V2,V4,26,T,0,V1,1,V2,40036,V2,,,3599,V1,V2
524,0,12,1,V2,2,V1,12,V0,2120,4,V3,V1,yes,3595,V3,1,V1,F,V4,V3,30,T,0,V2,2,V0,120666,V4,,,2120,V1,V3
525,0,11,1,V2,4,V2,11,V4,754,4,V3,V1,yes,6318,V3,1,V2,F,V2,V5,38,T,0,V2,2,V8,56531,V2,,,754,V1,V3
526,1,35,1,V3,4,V1,35,V4,8334,3,V3,V1,yes,3924,V3,1,V1,F,V2,V5,47,T,0,V3,1,V1,11906,V2,,,8334,V1,V3
527,0,5,1,V2,3,V4,5,V0,3517,2,V3,V3,yes,3711,V3,1,V4,F,V2,V3,26,T,0,V1,1,V0,35435,V2,,,3517,V1,V3
528,0,14,1,V3,2,V4,14,V0,3343,4,V3,V1,yes,5455,V3,1,V4,F,V4,V3,28,T,0,V3,1,V2,21318,V4,,,3343,V2,V3
529,1,36,1,V3,2,V2,36,V0,14318,4,V4,V1,yes,3723,V3,1,V2,F,V2,V5,56,T,0,V3,1,V0,26648,V2,,,14318,V2,V3
530,0,17,1,V1,2,V2,17,V0,866,4,V2,V3,yes,4893,V3,1,V2,F,V2,V3,24,T,0,V2,1,V3,16777,V2,,,866,V1,V4
531,1,11,1,V2,4,V1,11,V0,794,4,V3,V1,yes,4582,V3,1,V1,F,V2,V2,52,T,0,V2,1,V6,93706,V2,,,794,V1,V2
532,1,18,2,V1,1,V3,18,V0,2863,2,V2,V1,yes,3808,V3,1,V3,F,V2,V3,34,T,0,V2,1,V2,12044,V2,,,2863,V1,V3
533,0,12,1,V1,4,V4,12,V0,717,4,V3,V1,yes,6674,V3,1,V4,F,V4,V5,52,T,0,V2,3,V3,104784,V4,,,717,V1,V3
534,1,30,1,V4,4,V2,30,V1,3441,2,V3,V2,yes,5131,V3,1,V2,F,V2,V3,20,T,0,V1,1,V2,32750,V2,,,3441,V1,V2
535,0,42,1,V3,2,V2,42,V0,9282,1,V4,V1,yes,6266,V1,1,V2,F,V1,V1,55,T,0,V3,1,V1,2189,V1,,,9282,V2,V3
536,0,24,1,V1,1,V4,24,V0,1258,4,V3,V1,yes,4594,V3,1,V4,F,V2,V4,25,T,0,V2,1,V9,16728,V2,,,1258,V2,V3
537,1,44,1,V2,4,V2,44,V1,3030,4,V3,V3,yes,4424,V3,1,V2,F,V2,V3,21,T,0,V1,1,V3,21726,V2,,,3030,V1,V3
538,0,23,2,V1,4,V4,23,V1,2871,3,V3,V1,yes,5614,V3,1,V4,F,V4,V5,36,T,0,V2,1,V3,32014,V4,,,2871,V2,V3
539,1,12,1,V2,2,V1,12,V0,6198,4,V3,V1,yes,4235,V3,1,V1,F,V5,V3,27,T,0,V1,2,V3,55678,V5,,,6198,V2,V3
540,0,12,1,V1,1,V1,12,V2,1680,3,V3,V1,yes,4984,V3,1,V1,F,V2,V5,35,T,0,V2,1,V3,19772,V2,,,1680,V1,V4
541,0,8,1,V4,3,V2,8,V0,1918,4,V3,V1,yes,5012,V3,1,V2,F,V4,V4,35,T,0,V1,1,V2,55746,V4,,,1918,V2,V3
542,0,11,1,V4,4,V4,11,V0,1883,4,V4,V1,yes,4778,V3,1,V4,F,V2,V5,39,T,0,V2,1,V0,18612,V2,,,1883,V2,V3
543,0,18,1,V1,3,V4,18,V0,2320,2,V3,V1,yes,6662,V3,1,V4,F,V3,V1,33,T,0,V2,2,V3,54403,V3,,,2320,V1,V4
544,0,24,1,V4,4,V4,24,V0,5149,4,V3,V1,yes,4553,V3,1,V4,F,V4,V5,33,T,0,V2,1,V2,27265,V4,,,5149,V2,V3
545,0,11,1,V4,2,V3,11,V0,2251,1,V2,V1,yes,4835,,1,V3,F,V2,V3,46,T,0,V2,1,V2,51027,V2,,,2251,V1,V2
546,1,23,2,V3,4,V1,23,V0,4869,3,V3,V1,yes,4771,V3,1,V1,F,V3,V3,52,T,0,V3,2,V0,17712,V3,,,4869,V1,V3
547,1,11,1,V1,2,V1,11,V0,759,4,V3,V1,yes,3940,V3,1,V1,F,V2,V4,25,T,0,V2,1,V0,112915,V2,,,759,V1,V3
548,0,24,1,V4,4,V2,24,V4,5083,2,V3,V1,yes,5068,V3,1,V2,F,V2,V5,41,T,0,V2,1,V3,8749,V2,,,5083,V2,V2
549,0,17,1,V2,4,V4,17,V1,1568,3,V2,V1,yes,6097,V3,1,V4,F,V2,V3,24,T,0,V1,1,V9,17419,V2,,,1568,V1,V2
550,0,36,1,V1,4,V2,36,V0,2337,4,V3,V1,yes,5704,V3,1,V2,F,V4,V5,36,T,0,V2,1,V3,6619,V4,,,2337,V1,V3
551,0,18,1,V4,4,V2,18,V0,3244,1,V3,V1,yes,3096,V1,1,V2,F,V5,V3,33,T,0,V2,2,V2,34861,V5,,,3244,V2,V2
552,1,24,1,V4,1,V4,24,V4,5943,1,V3,V1,yes,4102,V3,1,V4,F,V2,V2,43,T,0,V2,2,V3,8820,V2,,,5943,V2,V2
553,0,18,1,V2,2,V2,18,V4,2427,4,V3,V1,yes,6186,V3,1,V2,F,V3,V5,41,T,0,V2,2,V9,48086,V3,,,2427,V1,V3
554,1,24,1,V3,2,V2,24,V0,12579,4,V4,V1,yes,4048,V3,1,V2,F,V2,V5,44,T,0,V3,1,V1,69378,V2,,,12579,V2,V2
555,0,12,1,V1,4,V4,12,V0,1254,4,V2,V1,yes,2635,V3,1,V4,F,V4,V5,61,T,0,V2,2,V0,59568,V4,,,1254,V1,V3
556,1,48,1,V4,4,V4,48,V1,11589,2,V2,V1,yes,5602,V1,1,V4,F,V4,V3,23,T,0,V1,2,V1,56608,V4,,,11589,V1,V2
557,0,47,1,V3,4,V2,47,V4,12168,4,V4,V2,yes,6095,V3,1,V2,F,V1,V1,36,T,0,V3,1,V0,38184,V1,,,12168,V2,V3
558,0,9,1,V2,3,V1,9,V0,1037,4,V3,V2,yes,5626,V3,1,V1,F,V4,V4,48,T,0,V2,2,V0,49763,V4,,,1037,V2,V3
559,0,11,1,V4,2,V3,11,V0,1881,2,V2,V1,yes,4114,V3,1,V3,F,V2,V3,43,T,0,V1,1,V3,16357,V2,,,1881,V2,V2
560,0,5,1,V2,4,V4,5,V2,1236,2,V3,V1,yes,5294,V3,1,V4,F,V2,V3,50,T,0,V1,1,V1,75058,V2,,,1236,V1,V3
561,0,14,1,V4,3,V4,14,V3,3185,2,V3,V1,yes,4807,V3,1,V4,F,V2,V4,19,T,0,V1,1,V0,6885,V2,,,3185,V1,V2
562,0,11,,V4,4,V4,11,V4,975,4,V3,V1,yes,3522,V3,1,V4,F,V4,V5,34,T,0,V2,2,V3,17472,V4,,,975,V1,V3
563,1,12,1,V2,3,V1,12,V0,2246,3,V3,V1,yes,4151,V3,1,V1,F,V4,V5,60,T,0,V2,2,V2,37583,V4,,,2246,V1,V3
564,0,6,2,V1,1,V3,6,V0,1298,1,V1,V1,no,3289,V3,1,V3,F,V4,V3,73,T,0,V2,3,V0,33858,V4,,,1298,V1,V3
565,0,15,1,V4,2,V4,15,V0,3568,4,V4,V1,yes,5143,V1,1,V4,F,V2,V5,54,T,0,V1,1,V3,82851,V2,,,3568,V2,V2
566,0,15,1,V4,4,V2,15,V2,2325,2,V3,V1,yes,4715,V1,1,V2,F,V4,V3,26,T,0,V2,1,V9,68803,V4,,,2325,V1,V3
567,0,24,1,V3,4,V2,24,V3,7757,2,V3,V1,yes,3517,V3,1,V2,F,V4,V5,28,T,0,V1,1,V1,27795,V4,,,7757,V1,V2
568,0,23,1,V4,1,V4,23,V2,1375,4,V3,V1,yes,5718,V3,1,V4,F,V2,V4,28,T,0,V2,1,V3,30194,V2,,,1375,V1,V2
569,0,24,1,V3,4,V1,24,V0,6614,2,V4,V1,yes,5146,V3,1,V1,F,V4,V1,74,T,0,V3,2,V1,49802,V4,,,6614,V2,V3
570,0,17,1,V3,4,V2,17,V4,1239,4,V3,V1,yes,3792,V3,1,V2,F,V2,V3,60,T,0,V3,1,V6,32744,V2,,,1239,V1,V3
571,0,23,1,V2,2,V2,23,V4,2332,4,V2,V1,yes,4933,V1,1,V2,F,V3,V2,28,T,0,V2,1,V2,32821,V3,,,2332,V1,V3
572,0,23,1,V4,2,V4,23,V4,929,4,V3,V1,yes,5470,V2,1,V4,F,V2,V4,30,T,0,V2,1,V2,41364,V2,,,929,V2,V3
573,0,7,1,V1,2,V2,7,V0,2576,2,V3,V3,yes,4702,V3,1,V2,F,V2,V3,35,T,0,V2,1,V3,34439,V2,,,2576,V1,V3
574,0,23,1,V3,3,V4,23,V0,5102,3,V3,V1,yes,3443,V3,1,V4,F,V4,V2,47,T,0,V3,3,V3,65698,V4,,,5102,V2,V4
575,1,12,1,V3,3,V1,12,V1,726,4,V2,V1,yes,4062,V3,1,V1,F,V2,V2,33,T,0,V2,1,V3,3610,V2,,,726,V2,V4
576,0,11,1,V1,1,V2,11,V0,625,4,V2,V3,yes,6116,V1,1,V2,F,V2,V2,25,T,0,V2,1,V3,27997,V2,,,625,V1,V4
577,1,26,1,V1,3,V4,26,V0,2570,3,V3,V1,yes,3931,V3,1,V4,F,V2,V3,21,T,0,V1,1,V0,41240,V2,,,2570,V1,V2
578,0,24,2,V4,2,V4,24,V2,2374,4,V3,V1,yes,5717,V3,1,V4,F,V3,V3,44,T,0,V2,2,V9,206111,V3,,,2374,V2,V3
579,0,27,2,V4,4,V1,27,V0,2442,4,V4,V1,yes,5411,V2,1,V1,F,V4,V5,42,T,0,V2,4,V9,56491,V4,,,2442,V2,V3
580,0,38,1,V4,2,V4,38,V1,8588,4,V4,V1,yes,5476,V3,1,V4,F,V2,V5,45,T,0,V2,1,V1,90557,V2,,,8588,V2,V3
581,0,29,2,V3,4,V1,29,V0,10623,3,V4,V1,yes,5524,V3,1,V1,F,V4,V5,38,T,0,V3,3,V1,106624,V4,,,10623,V2,V3
582,1,12,1,V4,4,V1,12,V0,1282,2,V3,V1,yes,5125,V3,1,V1,F,V2,V3,19,T,0,V1,1,V2,33086,V2,,,1282,V1,V2
583,1,47,1,V4,2,V2,47,V0,14421,2,V3,V1,yes,5631,V3,1,V2,F,V5,V3,25,T,0,V2,1,V9,38944,V5,,,14421,V2,V3
584,0,17,1,V1,4,V4,17,V0,2515,3,V3,V1,yes,5615,V3,1,V4,F,V2,V3,42,T,0,V2,1,V2,11025,V2,,,2515,V2,V3
585,1,45,,V2,2,V2,45,V0,4746,4,V2,V1,yes,5769,V3,1,V2,F,V4,V2,24,T,0,V2,2,V3,32783,V4,,,4746,V1,V3
586,1,23,1,V2,2,V1,23,V4,1380,4,V3,V1,yes,4661,V3,1,V1,F,V2,V3,34,T,0,V2,1,V0,27325,V2,,,1380,V1,V2
587,0,24,1,V4,2,V4,24,V4,999,4,V3,V1,yes,4080,V3,1,V4,F,V2,V5,24,T,0,V2,2,V3,18068,V2,,,999,V1,V3
588,1,36,1,V4,2,V4,36,V0,10974,4,V4,V1,yes,6578,V3,1,V4,F,V2,V1,26,T,0,V2,2,V2,51262,V2,,,10974,V2,V2
589,0,12,1,V4,4,V4,12,V0,3076,2,V3,V1,yes,4898,V3,1,V4,F,V2,V3,52,T,0,V2,1,V3,7352,V2,,,3076,V2,V3
590,1,48,2,V3,4,V1,48,V0,7118,3,V3,V1,yes,4109,V3,1,V1,F,V5,V3,53,T,0,V3,2,V2,16430,V5,,,7118,V1,V3
591,0,11,1,V2,4,V1,11,V0,1893,4,V3,V3,yes,5412,V3,1,V1,F,V2,V3,28,T,0,V2,1,V0,30797,V2,,,1893,V2,V2
592,1,48,1,V4,2,V4,48,V0,4844,3,V4,V1,yes,4397,V1,1,V4,F,V2,V1,32,T,0,V1,1,V9,82306,V2,,,4844,V2,V3
593,0,23,2,V4,4,V4,23,V4,2196,4,V3,V1,yes,5214,V3,1,V4,F,V4,V4,43,T,0,V2,2,V1,6902,V4,,,2196,V2,V3
594,0,12,1,V4,1,V1,12,V0,1497,4,V3,V1,yes,4888,V1,1,V1,F,V2,V3,22,T,0,V2,1,V3,17489,V2,,,1497,V1,V2
595,0,23,1,V3,4,V4,23,V4,9277,2,V3,V1,yes,6851,V3,1,V4,F,V2,V3,47,T,0,V3,1,V1,15478,V2,,,9277,V2,V1
596,0,6,1,V4,1,V4,6,V0,1382,1,V3,V1,yes,6125,V3,1,V4,F,V4,V3,28,T,0,V2,2,V3,77164,V4,,,1382,V2,V2
597,0,15,1,V2,3,V4,15,V2,1212,4,V3,V1,yes,5863,V2,1,V4,F,V2,V5,47,T,0,V2,1,V3,50062,V2,,,1212,V2,V3
598,1,12,2,V4,4,V4,12,V0,718,4,V2,V1,yes,4030,V1,1,V4,F,V2,V5,40,T,0,V2,1,V6,64574,V2,,,718,V1,V3
599,0,35,1,V2,3,V1,35,V0,3959,4,V4,V1,yes,4069,V3,1,V1,F,V2,V1,29,T,0,V2,1,V2,61448,V2,,,3959,V2,V3
600,0,35,2,V3,4,V4,35,V4,9055,2,V2,V1,yes,3999,V3,1,V4,F,V2,V3,35,T,0,V3,1,V6,23248,V2,,,9055,V2,V3
601,0,41,1,V4,4,V1,41,V0,3393,4,V1,V2,yes,4704,,1,V1,F,V4,V1,64,T,0,V2,2,V5,28709,V4,,,3393,V1,V3
602,0,48,2,V3,4,V2,48,V4,6680,4,V3,V1,yes,2796,V3,1,V2,F,V3,V3,38,T,0,V3,1,V9,40407,V3,,,6680,V2,V3
603,0,11,1,V1,4,V4,11,V3,3058,2,V2,V1,yes,5675,V3,1,V4,F,V2,V4,60,T,0,V2,1,V3,20272,V2,,,3058,V1,V1
604,1,24,1,V2,1,V2,24,V0,2039,1,V3,V1,yes,5480,V3,1,V2,F,V2,V2,22,T,0,V2,1,V3,30016,V2,,,2039,V2,V4
605,0,17,1,V4,4,V4,17,V0,1098,4,V1,V1,yes,5778,V3,1,V4,F,V4,V1,64,T,0,V2,2,V3,25057,V4,,,1098,V1,V2
606,1,12,1,V4,4,V1,12,V0,1082,4,V3,V1,yes,4581,V1,1,V1,F,V5,V3,48,T,0,V2,2,V0,42927,V5,,,1082,V1,V3
607,0,23,1,V3,4,V3,23,V4,3616,4,V3,V2,yes,5961,V3,1,V3,F,V4,V5,19,T,0,V1,2,V2,51509,V4,,,3616,V1,V3
608,0,36,1,V4,1,V3,36,V0,5847,4,V3,V1,yes,5686,V3,1,V3,F,V2,V3,23,T,0,V2,1,V3,65402,V2,,,5847,V1,V3
609,0,17,1,V4,2,V1,17,V4,8471,1,V3,V1,yes,4882,V3,1,V1,F,V3,V3,22,T,0,V1,2,V6,28395,V3,,,8471,V2,V2
610,0,14,1,V1,2,V2,14,V4,2727,4,V3,V3,yes,4308,V1,1,V2,F,V4,V4,34,T,0,V2,3,V3,21753,V4,,,2727,V2,V3
611,1,35,2,V2,2,V1,35,V0,2711,2,V3,V1,yes,4554,V1,1,V1,F,V2,V5,40,T,0,V2,1,V2,19860,V2,,,2711,V1,V3
612,0,11,2,V4,2,V4,11,V0,1962,4,V4,V1,yes,5946,V3,1,V4,F,V2,V4,31,T,0,V1,2,V3,11913,V2,,,1962,V2,V3
613,0,26,2,V2,1,V2,26,V0,2527,4,V3,V1,yes,5421,V3,1,V2,F,V2,V2,31,T,0,V2,1,V9,14256,V2,,,2527,V2,V2
614,0,6,1,V2,4,V3,6,V0,1047,2,V2,V1,yes,6865,V3,1,V3,F,V4,V3,50,T,0,V2,1,V6,21773,V4,,,1047,V1,V2
615,1,59,1,V3,4,V1,59,V0,7297,4,V3,V2,yes,4390,V3,1,V1,F,V2,V5,36,T,0,V1,1,V9,16401,V2,,,7297,V1,V3
616,0,17,1,V1,1,V1,17,V0,3508,4,V3,V3,yes,5522,V3,1,V1,F,V2,V4,25,T,0,V2,1,V3,52812,V2,,,3508,V1,V2
617,0,36,1,V4,2,V4,36,V4,3341,4,V3,V1,yes,2961,V3,1,V4,F,V4,V5,50,T,0,V2,1,V3,27348,V4,,,3341,V2,V3
618,0,36,1,V4,2,V4,36,V1,5741,2,V3,V1,yes,5613,V3,1,V4,F,V2,V4,31,T,0,V2,2,V9,66550,V2,,,5741,V2,V3
619,0,23,1,V2,2,V2,23,V1,1553,3,V3,V1,yes,6371,V3,1,V2,F,V3,V4,23,T,0,V1,2,V3,9998,V3,,,1553,V2,V2
620,0,12,1,V4,2,V2,12,V0,1860,4,V4,V1,yes,5951,V3,1,V2,F,V4,V1,33,T,0,V2,2,V1,194162,V4,,,1860,V2,V3
621,1,47,1,V3,2,V4,47,V2,10127,2,V3,V1,yes,4760,V1,1,V4,F,V4,V3,44,T,0,V3,1,V0,105216,V4,,,10127,V1,V3
622,0,17,1,V1,1,V4,17,V0,2051,4,V3,V1,yes,5140,V3,1,V4,F,V2,V2,32,T,0,V2,1,V3,8724,V2,,,2051,V1,V3
623,1,60,1,V2,2,V2,60,V1,7408,4,V4,V1,yes,5005,V3,1,V2,F,V2,V2,23,T,0,V2,1,V0,15032,V2,,,7408,V1,V2
624,0,8,1,V4,4,V2,8,V0,1081,4,V2,V1,yes,4180,V3,1,V2,F,V2,V5,27,T,0,V2,2,V3,68299,V2,,,1081,V1,V3
625,0,24,1,V4,4,V1,24,V0,3659,2,V3,V1,yes,6650,V3,1,V1,F,V2,V3,28,T,0,V2,1,V3,51804,V2,,,3659,V1,V2
626,1,15,1,V3,4,V3,15,V4,1270,3,V3,V1,yes,5786,V3,1,V3,F,V4,V3,39,T,0,V3,2,V3,44078,V4,,,1270,V2,V3
627,1,12,1,V1,1,V2,12,V0,1533,1,V3,V1,yes,3385,V3,1,V2,F,V2,V2,22,T,0,V1,1,V3,42940,V2,,,1533,V1,V4
628,0,59,2,V3,4,V4,59,V4,6526,4,V3,V1,yes,4005,V3,1,V4,F,V2,V3,34,T,0,V3,1,V0,27989,V2,,,6526,V2,V3
629,0,48,1,V4,3,V4,48,V4,10221,4,V3,V1,yes,3521,V2,1,V4,F,V2,V4,36,T,0,V2,1,V3,49693,V2,,,10221,V2,V3
630,0,12,1,V1,4,V4,12,V0,1735,3,V2,V1,yes,5132,V3,1,V4,F,V2,V4,30,T,0,V2,1,V2,12971,V2,,,1735,V1,V2
631,0,11,1,V4,2,V4,11,V4,886,4,V3,V1,yes,4203,V3,1,V4,F,V2,V3,20,T,0,V2,1,V3,93187,V2,,,886,V1,V2
632,0,18,1,V3,4,V4,18,V4,3229,2,V4,V1,yes,4594,V3,1,V4,F,V4,V1,37,T,0,V2,1,V1,60408,V4,,,3229,V2,V3
633,1,48,1,V4,4,V1,48,V0,3051,3,V3,V1,yes,3951,V3,1,V1,F,V2,V3,53,T,0,V2,1,V4,17758,V2,,,3051,V1,V3
634,0,36,1,V2,2,V1,36,V0,5371,3,V3,V3,yes,5467,V3,1,V1,F,V4,V3,28,T,0,V2,2,V2,100120,V4,,,5371,V1,V3
635,0,47,1,V4,2,V2,47,V1,3566,4,V3,V1,yes,5980,V3,1,V2,F,V1,V4,30,T,0,V2,1,V9,55594,V1,,,3566,V1,V3
636,0,36,1,V4,4,V4,36,V0,3534,4,V3,V1,yes,3649,V3,1,V4,F,V4,V4,37,T,0,V2,2,V0,18444,V4,,,3534,V2,V3
637,0,14,1,V4,3,V4,14,V0,2787,2,V3,V2,yes,3229,V1,1,V4,F,V4,V4,23,T,0,V2,2,V2,83788,V4,,,2787,V1,V2
638,0,20,1,V4,4,V2,20,V1,6147,3,V3,V1,yes,5403,V1,1,V2,F,V5,V5,31,T,0,V2,2,V1,1294,V5,,,6147,V2,V4
639,0,59,1,V2,4,V4,59,V0,10366,2,V4,V1,yes,5988,V3,1,V4,F,V2,V5,42,T,0,V2,1,V0,91377,V2,,,10366,V2,V3
640,1,72,1,V4,2,V2,72,V1,5594,2,V3,V1,yes,5026,V3,1,V2,F,V2,V3,24,T,0,V2,1,V3,18263,V2,,,5594,V1,V4
641,1,27,1,V2,4,V1,27,V0,5293,2,V3,V1,yes,7621,V2,1,V1,F,V5,V1,49,T,0,V2,2,V9,46243,V5,,,5293,V2,V3
642,0,18,1,V4,2,V3,18,V0,1961,3,V4,V1,yes,3489,V3,1,V3,F,V2,V5,23,T,0,V2,1,V0,4160,V2,,,1961,V1,V2
643,1,12,1,V1,1,V2,12,V4,1483,2,V3,V1,yes,5054,V3,1,V2,F,V2,V3,25,T,0,V2,1,V3,66493,V2,,,1483,V2,V4
644,0,12,1,V4,2,V4,12,V0,700,4,V3,V1,yes,5129,V3,1,V4,F,V4,V3,31,T,0,V2,2,V6,60085,V4,,,700,V1,V3
645,0,24,2,V4,1,V4,24,V0,1552,3,V3,V1,yes,4117,V1,1,V4,F,V2,V4,31,T,0,V2,1,V3,56890,V2,,,1552,V1,V3
646,0,9,1,V1,4,V4,9,V4,2901,1,V3,V1,yes,6620,V3,1,V4,F,V2,V2,30,T,0,V1,1,V1,119952,V2,,,2901,V1,V2
647,0,9,1,V1,4,V4,9,V4,3832,1,V2,V1,yes,5069,V3,1,V4,F,V2,V5,63,T,0,V2,1,V6,33872,V2,,,3832,V1,V3
648,0,23,2,V3,4,V1,23,V4,2963,4,V3,V1,yes,4577,V1,1,V1,F,V2,V5,49,T,0,V3,1,V1,93615,V2,,,2963,V2,V3
649,1,24,1,V4,4,V2,24,V0,4735,2,V2,V1,yes,3180,V1,1,V2,F,V4,V2,24,T,0,V2,1,V2,5367,V4,,,4735,V1,V2
650,0,18,1,V1,2,V4,18,V4,1126,4,V3,V1,yes,5126,V3,1,V4,F,V2,V2,21,T,0,V1,1,V3,50761,V2,,,1126,V2,V2
651,0,15,1,V4,4,V4,15,V0,1829,4,V3,V1,yes,3538,V3,1,V4,F,V4,V5,46,T,0,V2,2,V3,19299,V4,,,1829,V2,V3
652,0,23,1,V2,4,V1,23,V3,1230,4,V4,V1,yes,5971,V3,1,V1,F,V4,V5,57,T,0,V1,2,V3,7325,V4,,,1230,V2,V2
653,1,36,1,V1,2,V4,36,V0,7855,4,V3,V1,yes,4800,V2,1,V4,F,V4,V3,24,T,0,V2,2,V0,60247,V4,,,7855,V2,V2
